Ação,Data,Abertura,Fechamento,Min,Max,Volume
ENEVV140,2025-09-23,,,,,
RENTV491,2025-09-23,,,,,
EMBRP71,2025-09-23,,,,,
AZULQ30,2025-09-23,,,,,
ENEVV152,2025-09-23,,,,,
ENEVV167,2025-09-23,,,,,
EMBRP580,2025-09-23,,,,,
RENTV451,2025-09-23,,,,,
ENEVV130,2025-09-23,,,,,
RENTV458,2025-09-23,,,,,
PRIOQ45,2025-09-23,,,,,
RENTV498,2025-09-23,,,,,
PETRX962,2025-09-23,,,,,
IBOVO124,2025-09-23,,,,,
RENTJ461,2025-09-23,,,,,
ENEVJ140,2025-09-23,,,,,
ENEVJ182,2025-09-23,,,,,
RENTJ498,2025-09-23,,,,,
ENEVJ175,2025-09-23,,,,,
EMBRE790,2025-09-23,,,,,
USIME800,2025-09-23,,,,,
RENTJ458,2025-09-23,,,,,
RENTJ326,2025-09-23,,,,,
RENTJ308,2025-09-23,,,,,
RENTJ336,2025-09-23,,,,,
RENTV333,2025-09-23,,,,,
RENTV326,2025-09-23,,,,,
RENTV303,2025-09-23,,,,,
PETRO136,2025-09-23,,,,,
RENTJ321,2025-09-23,,,,,
RENTJ323,2025-09-23,,,,,
RENTJ316,2025-09-23,,,,,
RENTJ363,2025-09-23,,,,,
PETRV280,2025-09-23,,,,,
PETRO146,2025-09-23,,,,,
RENTJ328,2025-09-23,,,,,
RENTJ333,2025-09-23,,,,,
ABEVW158,2025-09-23,,,,,
PETRN146,2025-09-23,,,,,
ITUBV292,2025-09-23,,,,,
RDORM498,2025-09-23,,,,,
BBASX353,2025-09-23,,,,,
GGBRN181,2025-09-23,,,,,
PETRC126,2025-09-23,,,,,
PETRB129,2025-09-23,,,,,
RDORA498,2025-09-23,,,,,
IBOVX127,2025-09-23,,,,,
MELIL165,2025-09-23,,,,,
MELIX102,2025-09-23,,,,,
IBOVI150,2025-09-23,,,,,
MELIX960,2025-09-23,,,,,
PETRB341,2025-09-23,,,,,
BBDCL151,2025-09-23,,,,,
BBDCL134,2025-09-23,,,,,
BBDCW150,2025-09-23,,,,,
ITUBX378,2025-09-23,,,,,
SLCEV180,2025-09-23,,,,,
GGBRO169,2025-09-23,,,,,
BRAVN270,2025-09-23,,,,,
BEEFX801,2025-09-23,,,,,
EQTLV320,2025-09-23,,,,,
EQTLV385,2025-09-23,,,,,
EQTLV308,2025-09-23,,,,,
EQTLJ343,2025-09-23,,,,,
XPBRJ120,2025-09-23,,,,,
EQTLV330,2025-09-23,,,,,
EQTLJ348,2025-09-23,,,,,
EQTLJ338,2025-09-23,,,,,
EQTLJ305,2025-09-23,,,,,
EQTLJ335,2025-09-23,,,,,
BEEFX901,2025-09-23,,,,,
EQTLJ313,2025-09-23,,,,,
EQTLJ32,2025-09-23,,,,,
EQTLV335,2025-09-23,,,,,
EQTLV355,2025-09-23,,,,,
EQTLV345,2025-09-23,,,,,
EQTLV388,2025-09-23,,,,,
EQTLJ340,2025-09-23,,,,,
EQTLJ320,2025-09-23,,,,,
EQTLV303,2025-09-23,,,,,
BEEFX701,2025-09-23,,,,,
EQTLV313,2025-09-23,,,,,
EQTLJ300,2025-09-23,,,,,
EQTLJ353,2025-09-23,,,,,
CPLEL119,2025-09-23,,,,,
EQTLV305,2025-09-23,,,,,
CPLEX106,2025-09-23,,,,,
ITUBW297,2025-09-23,,,,,
BEEFL80,2025-09-23,,,,,
BEEFL70,2025-09-23,,,,,
BEEFX70,2025-09-23,,,,,
BEEFL12,2025-09-23,,,,,
BEEFL11,2025-09-23,,,,,
BEEFL10,2025-09-23,,,,,
CPLEX121,2025-09-23,,,,,
ITUBV313,2025-09-23,,,,,
IBOVX146,2025-09-23,,,,,
ITUBK274,2025-09-23,,,,,
PETRL364,2025-09-23,,,,,
SMALK990,2025-09-23,,,,,
IBOVL143,2025-09-23,,,,,
SMALW101,2025-09-23,,,,,
SMALW900,2025-09-23,,,,,
IBOVX134,2025-09-23,,,,,
FLRYD240,2025-09-23,,,,,
MILSR875,2025-09-23,,,,,
IBOVV900,2025-09-23,,,,,
IBOVL154,2025-09-23,,,,,
IBOVL133,2025-09-23,,,,,
IBOVL134,2025-09-23,,,,,
FLRYD200,2025-09-23,,,,,
PETRL354,2025-09-23,,,,,
MILSR10,2025-09-23,,,,,
IBOVX141,2025-09-23,,,,,
PETRX364,2025-09-23,,,,,
SMALK980,2025-09-23,,,,,
SMALK101,2025-09-23,,,,,
WIZCD120,2025-09-23,,,,,
IBOVX129,2025-09-23,,,,,
IBOVX148,2025-09-23,,,,,
MILSF10,2025-09-23,,,,,
MILSF14,2025-09-23,,,,,
SMALW890,2025-09-23,,,,,
SMALW980,2025-09-23,,,,,
IBOVL149,2025-09-23,,,,,
IBOVL148,2025-09-23,,,,,
IBOVX143,2025-09-23,,,,,
BBDCK136,2025-09-23,,,,,
TIMSA136,2025-09-23,,,,,
ABEVK161,2025-09-23,,,,,
ELETW403,2025-09-23,,,,,
IBOVX153,2025-09-23,,,,,
IBOVX133,2025-09-23,,,,,
BBASH27,2025-09-23,,,,,
BBDCE15,2025-09-23,,,,,
ITUBB371,2025-09-23,,,,,
VALEB573,2025-09-23,,,,,
ITUBJ248,2025-09-23,,,,,
VBBRK224,2025-09-23,,,,,
SIMHJ673,2025-09-23,,,,,
BBDCQ15,2025-09-23,,,,,
SIMHV723,2025-09-23,,,,,
SIMHV713,2025-09-23,,,,,
SIMHV773,2025-09-23,,,,,
SIMHJ643,2025-09-23,,,,,
BBDCL156,2025-09-23,,,,,
SIMHV663,2025-09-23,,,,,
FLRYX146,2025-09-23,,,,,
ITUBW323,2025-09-23,,,,,
IBOVQ139,2025-09-23,,,,,
ITUBV296,2025-09-23,,,,,
WEGER458,2025-09-23,,,,,
WEGEF458,2025-09-23,,,,,
WEGER498,2025-09-23,,,,,
WEGEQ450,2025-09-23,,,,,
WEGEF488,2025-09-23,,,,,
XPBRV995,2025-09-23,,,,,
MGLUW458,2025-09-23,,,,,
PETRX259,2025-09-23,,,,,
PETRX449,2025-09-23,,,,,
KEPLW770,2025-09-23,,,,,
LRENX190,2025-09-23,,,,,
CSANW740,2025-09-23,,,,,
BRKMW102,2025-09-23,,,,,
PETRL399,2025-09-23,,,,,
SMFTL234,2025-09-23,,,,,
MELIN103,2025-09-23,,,,,
AGROW212,2025-09-23,,,,,
MELIN121,2025-09-23,,,,,
SMFTX234,2025-09-23,,,,,
XPBRJ950,2025-09-23,,,,,
GOAUK927,2025-09-23,,,,,
CASHX425,2025-09-23,,,,,
RAPTV835,2025-09-23,,,,,
ELETV403,2025-09-23,,,,,
DXCOV529,2025-09-23,,,,,
IBOVW26,2025-09-23,,,,,
BPACL405,2025-09-23,,,,,
IBOVW36,2025-09-23,,,,,
ITUBM373,2025-09-23,,,,,
IBOVW28,2025-09-23,,,,,
SMALJ950,2025-09-23,,,,,
CYREJ236,2025-09-23,,,,,
SMALV950,2025-09-23,,,,,
BOVAP110,2025-09-23,,,,,
BBASX939,2025-09-23,,,,,
IBOVR16,2025-09-23,,,,,
KLBNQ170,2025-09-23,,,,,
BOVAC110,2025-09-23,,,,,
BOVAA132,2025-09-23,,,,,
BOVAM132,2025-09-23,,,,,
BOVAO140,2025-09-23,,,,,
BBASJ941,2025-09-23,,,,,
PSSAJ320,2025-09-23,,,,,
BOVAA136,2025-09-23,,,,,
BRAVR304,2025-09-23,,,,,
BOVAM131,2025-09-23,,,,,
BOVAO110,2025-09-23,,,,,
KLBNE265,2025-09-23,,,,,
BRAVF309,2025-09-23,,,,,
ABEVX132,2025-09-23,,,,,
EQTLV34,2025-09-23,,,,,
PRIOS416,2025-09-23,,,,,
EQTLR30,2025-09-23,,,,,
VIVAX248,2025-09-23,,,,,
HYPEQ210,2025-09-23,,,,,
PRIOM387,2025-09-23,,,,,
BPACP370,2025-09-23,,,,,
SBSPQ966,2025-09-23,,,,,
PRIOM382,2025-09-23,,,,,
PETRV197,2025-09-23,,,,,
BEEFB416,2025-09-23,,,,,
PRIOK489,2025-09-23,,,,,
ELETJ440,2025-09-23,,,,,
CPFEH382,2025-09-23,,,,,
PRIOL381,2025-09-23,,,,,
ELETC403,2025-09-23,,,,,
B3SAD120,2025-09-23,,,,,
PETRW187,2025-09-23,,,,,
BOVAK187,2025-09-23,,,,,
MOTVN133,2025-09-23,,,,,
MELIN119,2025-09-23,,,,,
MOTVB175,2025-09-23,,,,,
MELIB161,2025-09-23,,,,,
ASAIE110,2025-09-23,,,,,
BOVAW134,2025-09-23,,,,,
BOVAW16,2025-09-23,,,,,
SUZBK495,2025-09-23,,,,,
GOAUK837,2025-09-23,,,,,
ITUBK172,2025-09-23,,,,,
POMOL850,2025-09-23,,,,,
PRIOA422,2025-09-23,,,,,
ALOSL206,2025-09-23,,,,,
GGBRW190,2025-09-23,,,,,
BOVAW17,2025-09-23,,,,,
ELETV373,2025-09-23,,,,,
KLBNV199,2025-09-23,,,,,
NASDU167,2025-09-23,,,,,
CSNAR681,2025-09-23,,,,,
BOVAQ137,2025-09-23,,,,,
IBOVN120,2025-09-23,,,,,
BOVAQ132,2025-09-23,,,,,
BOVAE135,2025-09-23,,,,,
BOVAE133,2025-09-23,,,,,
CSNAF681,2025-09-23,,,,,
IBOVB175,2025-09-23,,,,,
BPACL392,2025-09-23,,,,,
BEEFE510,2025-09-23,,,,,
VAMOE160,2025-09-23,,,,,
CSNAL135,2025-09-23,,,,,
CSNAE850,2025-09-23,,,,,
CSNAE120,2025-09-23,,,,,
CSNAL900,2025-09-23,,,,,
CSNAE950,2025-09-23,,,,,
CSNAE115,2025-09-23,,,,,
IBOVO145,2025-09-23,,,,,
CSNAO998,2025-09-23,,,,,
VAMOQ120,2025-09-23,,,,,
AZZAW49,2025-09-23,,,,,
CSNAX105,2025-09-23,,,,,
CSNAX950,2025-09-23,,,,,
CSNAX125,2025-09-23,,,,,
CSNAC858,2025-09-23,,,,,
CSNAL105,2025-09-23,,,,,
CSNAE140,2025-09-23,,,,,
CSNAC908,2025-09-23,,,,,
CSNAC958,2025-09-23,,,,,
CSNAE100,2025-09-23,,,,,
CSNAQ900,2025-09-23,,,,,
SMALX900,2025-09-23,,,,,
CSANX115,2025-09-23,,,,,
CSNAL125,2025-09-23,,,,,
BEEFK511,2025-09-23,,,,,
SMALL900,2025-09-23,,,,,
EQTLK340,2025-09-23,,,,,
IBOVF180,2025-09-23,,,,,
IBOVR14,2025-09-23,,,,,
PETRD336,2025-09-23,,,,,
CSANE100,2025-09-23,,,,,
CSANE120,2025-09-23,,,,,
BBDCB174,2025-09-23,,,,,
CSANQ900,2025-09-23,,,,,
CSANX130,2025-09-23,,,,,
CSANL10,2025-09-23,,,,,
CSANL110,2025-09-23,,,,,
CSANX850,2025-09-23,,,,,
CSANO140,2025-09-23,,,,,
MELIX120,2025-09-23,,,,,
CSANQ140,2025-09-23,,,,,
PETRR430,2025-09-23,,,,,
CSANL950,2025-09-23,,,,,
ORVRJ570,2025-09-23,,,,,
FLRYC141,2025-09-23,,,,,
RAILM190,2025-09-23,,,,,
PRIOQ480,2025-09-23,,,,,
BBASC269,2025-09-23,,,,,
FLRYO141,2025-09-23,,,,,
BEEFK955,2025-09-23,,,,,
RAILQ185,2025-09-23,,,,,
FLRYR142,2025-09-23,,,,,
FLRYW142,2025-09-23,,,,,
PETRL299,2025-09-23,,,,,
PETRL359,2025-09-23,,,,,
PRIOA372,2025-09-23,,,,,
RENTA601,2025-09-23,,,,,
IBOVR13,2025-09-23,,,,,
PETRX279,2025-09-23,,,,,
PETRX359,2025-09-23,,,,,
BBSEV394,2025-09-23,,,,,
LRENF230,2025-09-23,,,,,
MGLUG136,2025-09-23,,,,,
LRENF250,2025-09-23,,,,,
CSNAR10,2025-09-23,,,,,
VALEM520,2025-09-23,,,,,
B3SAR159,2025-09-23,,,,,
MGLUR1,2025-09-23,,,,,
TOTSR401,2025-09-23,,,,,
MGLUS156,2025-09-23,,,,,
IRBRF399,2025-09-23,,,,,
BRAVL240,2025-09-23,,,,,
B3SAF13,2025-09-23,,,,,
IRBRF599,2025-09-23,,,,,
CSNAF140,2025-09-23,,,,,
CVCBF399,2025-09-23,,,,,
MGLUF315,2025-09-23,,,,,
MGLUG166,2025-09-23,,,,,
MGLUF154,2025-09-23,,,,,
LRENR210,2025-09-23,,,,,
BRAVX210,2025-09-23,,,,,
MGLUS206,2025-09-23,,,,,
CSNAR110,2025-09-23,,,,,
IRBRR499,2025-09-23,,,,,
RAIZR300,2025-09-23,,,,,
MGLUF11,2025-09-23,,,,,
BRAVL210,2025-09-23,,,,,
CVCBF299,2025-09-23,,,,,
PRIOL409,2025-09-23,,,,,
IBOVM134,2025-09-23,,,,,
IBOVN144,2025-09-23,,,,,
IBOVN133,2025-09-23,,,,,
IBOVB142,2025-09-23,,,,,
IBOVB141,2025-09-23,,,,,
IBOVA141,2025-09-23,,,,,
IBOVC151,2025-09-23,,,,,
IBOVA133,2025-09-23,,,,,
IBOVA135,2025-09-23,,,,,
IBOVN141,2025-09-23,,,,,
IBOVO139,2025-09-23,,,,,
IBOVM131,2025-09-23,,,,,
IBOVN145,2025-09-23,,,,,
IBOVN132,2025-09-23,,,,,
SBSPL118,2025-09-23,,,,,
TOTSX401,2025-09-23,,,,,
IBOVA137,2025-09-23,,,,,
IBOVB137,2025-09-23,,,,,
IBOVA147,2025-09-23,,,,,
IBOVM143,2025-09-23,,,,,
IBOVO126,2025-09-23,,,,,
IBOVA143,2025-09-23,,,,,
IBOVA139,2025-09-23,,,,,
IBOVN142,2025-09-23,,,,,
IBOVN126,2025-09-23,,,,,
IBOVM133,2025-09-23,,,,,
IBOVO143,2025-09-23,,,,,
IBOVN127,2025-09-23,,,,,
IBOVN137,2025-09-23,,,,,
PRIOW454,2025-09-23,,,,,
B3SAX149,2025-09-23,,,,,
VALEV533,2025-09-23,,,,,
SBSPL116,2025-09-23,,,,,
PETRJ305,2025-09-23,,,,,
PETRJ315,2025-09-23,,,,,
IBOVL172,2025-09-23,,,,,
BBDCJ204,2025-09-23,,,,,
BBASJ20,2025-09-23,,,,,
ITUBJ201,2025-09-23,,,,,
BBASJ22,2025-09-23,,,,,
ITUBV186,2025-09-23,,,,,
VALEV548,2025-09-23,,,,,
PETRV302,2025-09-23,,,,,
VALEJ573,2025-09-23,,,,,
WEGEJ430,2025-09-23,,,,,
VALEJ548,2025-09-23,,,,,
BRKMR20,2025-09-23,,,,,
VALEV573,2025-09-23,,,,,
ITUBV166,2025-09-23,,,,,
BBASJ225,2025-09-23,,,,,
HYPEE390,2025-09-23,,,,,
BRKMR11,2025-09-23,,,,,
WEGEV435,2025-09-23,,,,,
PETRV315,2025-09-23,,,,,
WEGEV430,2025-09-23,,,,,
BBASJ211,2025-09-23,,,,,
BBASV20,2025-09-23,,,,,
ITUBV176,2025-09-23,,,,,
PETRJ153,2025-09-23,,,,,
VALEH644,2025-09-23,,,,,
BBSEL299,2025-09-23,,,,,
HYPEB280,2025-09-23,,,,,
ITUBA328,2025-09-23,,,,,
AMZOK675,2025-09-23,,,,,
PETRJ50,2025-09-23,,,,,
ITUBL368,2025-09-23,,,,,
BRAVC280,2025-09-23,,,,,
BBSEX359,2025-09-23,,,,,
BRAVM280,2025-09-23,,,,,
BRAVM300,2025-09-23,,,,,
BRAVN280,2025-09-23,,,,,
ELETX383,2025-09-23,,,,,
CMINX517,2025-09-23,,,,,
BBASL210,2025-09-23,,,,,
ABEVW147,2025-09-23,,,,,
USIMV602,2025-09-23,,,,,
SUZBV600,2025-09-23,,,,,
VALEF251,2025-09-23,,,,,
JBSSK960,2025-09-23,,,,,
JBSSJ905,2025-09-23,,,,,
JBSSX910,2025-09-23,,,,,
JBSSV917,2025-09-23,,,,,
JBSSE910,2025-09-23,,,,,
JBSSL900,2025-09-23,,,,,
JBSSD700,2025-09-23,,,,,
JBSSL930,2025-09-23,,,,,
JBSSA980,2025-09-23,,,,,
JBSSL960,2025-09-23,,,,,
JBSSJ94,2025-09-23,,,,,
JBSSL905,2025-09-23,,,,,
JBSSA960,2025-09-23,,,,,
JBSSJ920,2025-09-23,,,,,
JBSSX960,2025-09-23,,,,,
JBSSM900,2025-09-23,,,,,
JBSSR730,2025-09-23,,,,,
JBSSM980,2025-09-23,,,,,
JBSSV965,2025-09-23,,,,,
WEGEL533,2025-09-23,,,,,
CPFEJ342,2025-09-23,,,,,
SUZBV580,2025-09-23,,,,,
ABEVV139,2025-09-23,,,,,
EQTLR299,2025-09-23,,,,,
EQTLR42,2025-09-23,,,,,
USIMW700,2025-09-23,,,,,
VALER25,2025-09-23,,,,,
CPFEJ359,2025-09-23,,,,,
CPFEV352,2025-09-23,,,,,
CPFEV397,2025-09-23,,,,,
CPFEV382,2025-09-23,,,,,
CPFEV357,2025-09-23,,,,,
CPFEV384,2025-09-23,,,,,
CPFEJ394,2025-09-23,,,,,
CPFEJ429,2025-09-23,,,,,
CPFEJ384,2025-09-23,,,,,
CPFEJ327,2025-09-23,,,,,
CPFEJ427,2025-09-23,,,,,
CPFEJ417,2025-09-23,,,,,
CPFEJ354,2025-09-23,,,,,
CPFEV364,2025-09-23,,,,,
ITUBL308,2025-09-23,,,,,
BBDCL142,2025-09-23,,,,,
PRIOK484,2025-09-23,,,,,
UNIPA542,2025-09-23,,,,,
B3SAL144,2025-09-23,,,,,
CPFEV304,2025-09-23,,,,,
MELIX110,2025-09-23,,,,,
MELIX940,2025-09-23,,,,,
ITUBV315,2025-09-23,,,,,
ELETV406,2025-09-23,,,,,
ITUBK316,2025-09-23,,,,,
ITUBL322,2025-09-23,,,,,
GOAUA927,2025-09-23,,,,,
GOAUA99,2025-09-23,,,,,
GOAUA108,2025-09-23,,,,,
MOVIF140,2025-09-23,,,,,
UGPAK185,2025-09-23,,,,,
GOAUM947,2025-09-23,,,,,
GOAUM967,2025-09-23,,,,,
BHIAW870,2025-09-23,,,,,
CSANW102,2025-09-23,,,,,
B3SAN143,2025-09-23,,,,,
RADLW248,2025-09-23,,,,,
PRIOV317,2025-09-23,,,,,
VALEX604,2025-09-23,,,,,
PETRX598,2025-09-23,,,,,
PRIOW439,2025-09-23,,,,,
BEEFX771,2025-09-23,,,,,
AZZAX845,2025-09-23,,,,,
ASAIX149,2025-09-23,,,,,
UGPAV168,2025-09-23,,,,,
BBDCM189,2025-09-23,,,,,
TSLAR43,2025-09-23,,,,,
TIMSX178,2025-09-23,,,,,
PETRJ32,2025-09-23,,,,,
MOVIE150,2025-09-23,,,,,
MOVIJ800,2025-09-23,,,,,
IBOVX40,2025-09-23,,,,,
PETRL668,2025-09-23,,,,,
TIMSL208,2025-09-23,,,,,
PETRJ357,2025-09-23,,,,,
PETRI35,2025-09-23,,,,,
PETRI356,2025-09-23,,,,,
PETRV32,2025-09-23,,,,,
PETRU380,2025-09-23,,,,,
GOLLX104,2025-09-23,,,,,
GOLLX124,2025-09-23,,,,,
PETRJ33,2025-09-23,,,,,
GOLLL124,2025-09-23,,,,,
ITUBL226,2025-09-23,,,,,
CSANK110,2025-09-23,,,,,
ITUBE542,2025-09-23,,,,,
IBOVC160,2025-09-23,,,,,
ITUBQ362,2025-09-23,,,,,
TOTSV388,2025-09-23,,,,,
ITUBN37,2025-09-23,,,,,
ITSAN917,2025-09-23,,,,,
ITSAB917,2025-09-23,,,,,
PETRF400,2025-09-23,,,,,
BBASD256,2025-09-23,,,,,
PETRL186,2025-09-23,,,,,
PRIOB395,2025-09-23,,,,,
PETRL193,2025-09-23,,,,,
SLCEL239,2025-09-23,,,,,
EMBRX209,2025-09-23,,,,,
LRENO191,2025-09-23,,,,,
ELETV411,2025-09-23,,,,,
ITUBX327,2025-09-23,,,,,
USIMV130,2025-09-23,,,,,
USIMW130,2025-09-23,,,,,
ONCOR540,2025-09-23,,,,,
COGNJ713,2025-09-23,,,,,
VBBRL246,2025-09-23,,,,,
GGBRB192,2025-09-23,,,,,
ITSAL99,2025-09-23,,,,,
VALEL824,2025-09-23,,,,,
PETRL498,2025-09-23,,,,,
ELETL459,2025-09-23,,,,,
SBSPJ871,2025-09-23,,,,,
B3SAJ658,2025-09-23,,,,,
SBFGB149,2025-09-23,,,,,
LRENW203,2025-09-23,,,,,
LRENW180,2025-09-23,,,,,
PETRJ174,2025-09-23,,,,,
LRENW238,2025-09-23,,,,,
LRENK223,2025-09-23,,,,,
LRENK143,2025-09-23,,,,,
LRENW205,2025-09-23,,,,,
MGLUX635,2025-09-23,,,,,
MOVIX185,2025-09-23,,,,,
CSANX215,2025-09-23,,,,,
BBDCX159,2025-09-23,,,,,
BBDCX110,2025-09-23,,,,,
VALEV724,2025-09-23,,,,,
ITUBX289,2025-09-23,,,,,
SBFGB159,2025-09-23,,,,,
BRAVB330,2025-09-23,,,,,
ITUBW301,2025-09-23,,,,,
VALEM485,2025-09-23,,,,,
VALEL349,2025-09-23,,,,,
USIML399,2025-09-23,,,,,
ISAEK216,2025-09-23,,,,,
BBDCL220,2025-09-23,,,,,
PETRJ440,2025-09-23,,,,,
ITUBL239,2025-09-23,,,,,
ITSAL945,2025-09-23,,,,,
B3SAA259,2025-09-23,,,,,
VALEX120,2025-09-23,,,,,
BBDCX752,2025-09-23,,,,,
BBDCX220,2025-09-23,,,,,
VALEX524,2025-09-23,,,,,
B3SAM259,2025-09-23,,,,,
BBDCV310,2025-09-23,,,,,
RENTV581,2025-09-23,,,,,
AZZAV660,2025-09-23,,,,,
CSANV175,2025-09-23,,,,,
UGPAV278,2025-09-23,,,,,
RAILV254,2025-09-23,,,,,
LWSAX710,2025-09-23,,,,,
PETRV423,2025-09-23,,,,,
CSANX147,2025-09-23,,,,,
GGBRV132,2025-09-23,,,,,
ECORV115,2025-09-23,,,,,
CSANJ920,2025-09-23,,,,,
CASHJ900,2025-09-23,,,,,
IRBRV510,2025-09-23,,,,,
BRAPJ215,2025-09-23,,,,,
ALPAV811,2025-09-23,,,,,
BHIAV880,2025-09-23,,,,,
GGBRV122,2025-09-23,,,,,
ECORV960,2025-09-23,,,,,
CASHV500,2025-09-23,,,,,
BBDCV128,2025-09-23,,,,,
EZTCV152,2025-09-23,,,,,
ELETJ430,2025-09-23,,,,,
CVCBV840,2025-09-23,,,,,
CVCBJ330,2025-09-23,,,,,
BHIAJ780,2025-09-23,,,,,
BRAPJ145,2025-09-23,,,,,
ELETJ400,2025-09-23,,,,,
KLBNJ169,2025-09-23,,,,,
CSANV143,2025-09-23,,,,,
EZTCV142,2025-09-23,,,,,
ELETJ410,2025-09-23,,,,,
PCARJ208,2025-09-23,,,,,
CSNAJ319,2025-09-23,,,,,
ASAIJ699,2025-09-23,,,,,
KLBNJ119,2025-09-23,,,,,
CASHV120,2025-09-23,,,,,
ECORJ560,2025-09-23,,,,,
HYPEJ337,2025-09-23,,,,,
EZTCJ152,2025-09-23,,,,,
BBDCJ218,2025-09-23,,,,,
BRKMV105,2025-09-23,,,,,
ELETV420,2025-09-23,,,,,
CSNAV999,2025-09-23,,,,,
MGLUJ729,2025-09-23,,,,,
ELETJ466,2025-09-23,,,,,
EZTCJ132,2025-09-23,,,,,
HYPEV327,2025-09-23,,,,,
ELETV400,2025-09-23,,,,,
CASHV100,2025-09-23,,,,,
HYPEJ317,2025-09-23,,,,,
BRAPV205,2025-09-23,,,,,
ELETV410,2025-09-23,,,,,
CVCBV330,2025-09-23,,,,,
CYREV214,2025-09-23,,,,,
ELETV460,2025-09-23,,,,,
CVCBV130,2025-09-23,,,,,
BHIAV580,2025-09-23,,,,,
HYPEV337,2025-09-23,,,,,
CASHJ110,2025-09-23,,,,,
CSANJ103,2025-09-23,,,,,
ALPAJ711,2025-09-23,,,,,
ASAIV799,2025-09-23,,,,,
DXCOV749,2025-09-23,,,,,
CYREV204,2025-09-23,,,,,
BHIAV700,2025-09-23,,,,,
CSANJ113,2025-09-23,,,,,
BBDCV218,2025-09-23,,,,,
BBDCJ128,2025-09-23,,,,,
ECORJ660,2025-09-23,,,,,
ELETJ456,2025-09-23,,,,,
ECORV860,2025-09-23,,,,,
IRBRJ460,2025-09-23,,,,,
BRKMV520,2025-09-23,,,,,
ECORJ760,2025-09-23,,,,,
ABEVV112,2025-09-23,,,,,
CSANV920,2025-09-23,,,,,
ASAIJ899,2025-09-23,,,,,
ECORJ960,2025-09-23,,,,,
LRENJ131,2025-09-23,,,,,
CSNAV619,2025-09-23,,,,,
DXCOV949,2025-09-23,,,,,
CASHJ800,2025-09-23,,,,,
CYREV244,2025-09-23,,,,,
ELETV356,2025-09-23,,,,,
CYREJ224,2025-09-23,,,,,
CASHV900,2025-09-23,,,,,
CSANJ520,2025-09-23,,,,,
IRBRJ430,2025-09-23,,,,,
KLBNV229,2025-09-23,,,,,
BRAPV125,2025-09-23,,,,,
HYPEJ297,2025-09-23,,,,,
CYREJ204,2025-09-23,,,,,
CSNAV519,2025-09-23,,,,,
EZTCV122,2025-09-23,,,,,
BRAPV195,2025-09-23,,,,,
COGNV393,2025-09-23,,,,,
HYPEV257,2025-09-23,,,,,
HYPEV297,2025-09-23,,,,,
MGLUV439,2025-09-23,,,,,
ELETJ490,2025-09-23,,,,,
HYPEJ287,2025-09-23,,,,,
ABEVV172,2025-09-23,,,,,
PCARV208,2025-09-23,,,,,
CASHV600,2025-09-23,,,,,
ASAIV999,2025-09-23,,,,,
IRBRV530,2025-09-23,,,,,
BOVAR11,2025-09-23,,,,,
BHIAJ680,2025-09-23,,,,,
BRAVL275,2025-09-23,,,,,
SMALL970,2025-09-23,,,,,
SMALL140,2025-09-23,,,,,
BRAVK270,2025-09-23,,,,,
PSSAK440,2025-09-23,,,,,
BBDCL161,2025-09-23,,,,,
BBDCX154,2025-09-23,,,,,
BBDCR160,2025-09-23,,,,,
VALEM475,2025-09-23,,,,,
VALEH614,2025-09-23,,,,,
VBBRL231,2025-09-23,,,,,
VBBRJ214,2025-09-23,,,,,
BBASM228,2025-09-23,,,,,
GOGLV908,2025-09-23,,,,,
AMZOV640,2025-09-23,,,,,
BOVAO145,2025-09-23,,,,,
VBBRV179,2025-09-23,,,,,
BBDCV1,2025-09-23,,,,,
BBDCV124,2025-09-23,,,,,
SBSPV102,2025-09-23,,,,,
RDORV399,2025-09-23,,,,,
PETRS44,2025-09-23,,,,,
TAEEM384,2025-09-23,,,,,
SUZBX562,2025-09-23,,,,,
BBASQ243,2025-09-23,,,,,
BBASM232,2025-09-23,,,,,
SIMHJ503,2025-09-23,,,,,
BBASE233,2025-09-23,,,,,
BRKMF900,2025-09-23,,,,,
BBASE253,2025-09-23,,,,,
BRKMR950,2025-09-23,,,,,
SIMHV973,2025-09-23,,,,,
SIMHV503,2025-09-23,,,,,
EZTCR137,2025-09-23,,,,,
SIMHV633,2025-09-23,,,,,
CSANR750,2025-09-23,,,,,
CSANF160,2025-09-23,,,,,
SIMHJ523,2025-09-23,,,,,
SIMHJ563,2025-09-23,,,,,
BBASE243,2025-09-23,,,,,
SIMHV513,2025-09-23,,,,,
SIMHV583,2025-09-23,,,,,
BBASQ233,2025-09-23,,,,,
SIMHV623,2025-09-23,,,,,
SIMHV833,2025-09-23,,,,,
SIMHV983,2025-09-23,,,,,
SIMHV923,2025-09-23,,,,,
SIMHV873,2025-09-23,,,,,
CMIGO11,2025-09-23,,,,,
SIMHV813,2025-09-23,,,,,
BPACW377,2025-09-23,,,,,
LJQQW265,2025-09-23,,,,,
BBDCN197,2025-09-23,,,,,
BBDCV181,2025-09-23,,,,,
BBASV325,2025-09-23,,,,,
BBASV972,2025-09-23,,,,,
B3SAV179,2025-09-23,,,,,
ALPAV891,2025-09-23,,,,,
ABEVV142,2025-09-23,,,,,
EZTCF132,2025-09-23,,,,,
SMALF146,2025-09-23,,,,,
SMALF148,2025-09-23,,,,,
SMALF157,2025-09-23,,,,,
BOVAB156,2025-09-23,,,,,
