Ação,Data,Abertura,Fechamento,Min,Max,Volume
LBRD34,2025-09-23,27.55,27.96,27.55,27.98,
RADLJ218,2025-09-23,0.04,0.06,0.04,0.06,
RADLL198,2025-09-23,0.97,0.97,0.97,0.98,
MULTJ301,2025-09-23,0.36,0.4,0.36,0.4,
EQTLJ433,2025-09-23,0.02,0.02,0.02,0.02,
BRKMW900,2025-09-23,0.89,0.9,0.89,0.92,
SAPRW358,2025-09-23,0.59,0.5,0.5,0.59,
EZTCK182,2025-09-23,0.65,0.64,0.64,0.65,
CMIGX129,2025-09-23,0.62,0.62,0.62,0.62,
RADLX143,2025-09-23,0.17,0.18,0.17,0.18,
JHSFW640,2025-09-23,0.3,0.3,0.3,0.3,
ENEVW170,2025-09-23,0.8,0.8,0.8,0.8,
EQTLV360W1,2025-09-23,0.14,0.14,0.14,0.14,
VXXV11,2025-09-23,700,700,700,700,
XRAY34,2025-09-23,71.03,71.03,71.03,71.03,
BRKMN139,2025-09-23,4,4.07,4,4.07,
TAEEK406,2025-09-23,0.07,0.07,0.07,0.07,
ENGIJ561,2025-09-23,0.14,0.2,0.13,0.2,
USBC34,2025-09-23,66.08,65.7,65.7,66.08,
LEVEJ285,2025-09-23,0.11,0.12,0.11,0.12,
VLIDV221,2025-09-23,0.79,0.79,0.79,0.79,
ENMT4F,2025-09-23,51.75,53.99,51.75,53.99,
BRKMB230,2025-09-23,0.35,0.35,0.35,0.35,
MOSC34,2025-09-23,29.9,29.8,29.8,29.9,
ELETV538,2025-09-23,3.57,3.11,3.11,3.57,
GRNDX501,2025-09-23,0.11,0.11,0.11,0.11,
CSNAV849,2025-09-23,0.5,0.52,0.5,0.52,
CXRI11,2025-09-23,62.87,62.87,62.87,62.87,
ALPAJ971,2025-09-23,0.5,0.5,0.5,0.5,
RECD11,2025-09-23,7.99,7.99,7.99,7.99,
CSNAJ719,2025-09-23,0.92,0.93,0.92,0.93,
CPLEK130,2025-09-23,0.51,0.51,0.51,0.51,
EZTCJ162,2025-09-23,1.3,1.3,1.3,1.3,
MULTK283,2025-09-23,1.96,1.96,1.96,1.96,
ELETJ505,2025-09-23,4.86,4.86,4.86,4.86,
BEEFJ751,2025-09-23,0.05,0.05,0.05,0.05,
CPLEJ118,2025-09-23,1.26,1.27,1.26,1.27,
CSNAF857,2025-09-23,1.5,1.5,1.5,1.5,
UNIPW725,2025-09-23,1.75,1.75,1.75,1.75,
TAKP34,2025-09-23,80.71,80.71,80.71,80.71,
MOAR3,2025-09-23,117.09,113.51,113.51,117.09,
DOHL4F,2025-09-23,3.79,3.79,3.79,3.79,
GRNDL581,2025-09-23,0.11,0.11,0.11,0.11,
RADLV153,2025-09-23,0.06,0.07,0.06,0.07,
NORD3F,2025-09-23,5.4,5.4,5.4,5.4,
P2ST34,2025-09-23,116.76,116.76,116.76,116.76,
ELETJ482,2025-09-23,7.63,7.63,7.63,7.63,
EZTCW147,2025-09-23,0.15,0.15,0.15,0.15,
CSNAW879,2025-09-23,0.83,0.83,0.83,0.83,
GRNDK530,2025-09-23,0.34,0.3,0.3,0.35,
ENGIJ656,2025-09-23,0.02,0.02,0.02,0.02,
TUPYK155,2025-09-23,0.22,0.22,0.22,0.22,
ELETV43,2025-09-23,0.04,0.04,0.04,0.04,
INEP4F,2025-09-23,1.43,1.47,1.43,1.47,
TAEEL380,2025-09-23,1.5,1.5,1.5,1.5,
TRVC34,2025-09-23,45.9,45.9,45.9,45.9,
EQTLV380W1,2025-09-23,0.99,0.99,0.99,0.99,
SAPRV346,2025-09-23,0.1,0.1,0.1,0.1,
CSNAK859,2025-09-23,0.35,0.35,0.35,0.35,
CMIGX219,2025-09-23,9.06,9.06,9.06,9.06,
JHSFJ517,2025-09-23,1.2,1.2,1.2,1.2,
EDGA11,2025-09-23,14.99,15.7,14.33,15.81,
ARRI11,2025-09-23,6.6,6.56,6.5,6.64,
CMIG4F,2025-09-23,11.34,11.43,11.27,11.47,
GCRI11,2025-09-23,65.29,66.09,64.62,66.09,
SMFT3,2025-09-23,26.16,26.4,25.6,26.53,
TGMA3,2025-09-23,36.72,36.75,36.5,37.26,
KNHF11,2025-09-23,93.64,92.93,92.7,93.64,
VISC11,2025-09-23,108.37,108.4,108.3,108.87,
LIFE11,2025-09-23,8.44,8.36,8.31,8.44,
TUPY3,2025-09-23,13.81,13.6,13.53,13.92,
STBP3,2025-09-23,14.37,14.39,14.36,14.41,
VGIP11,2025-09-23,80.08,79.66,79.5,80.23,
TSMC34,2025-09-23,189,186.69,184.78,189.81,
VGHF11,2025-09-23,7.73,7.69,7.67,7.74,
LIGT3,2025-09-23,5.82,5.76,5.76,5.89,
HSML11,2025-09-23,84.85,85.81,84.85,86.78,
TAEE11,2025-09-23,35.72,36.1,35.63,36.38,
TAEEV351,2025-09-23,0.07,0.05,0.05,0.07,
EQTL3F,2025-09-23,36.59,37.43,36.58,37.45,
TAEE4F,2025-09-23,11.9,12.04,11.88,12.12,
BRKM3F,2025-09-23,8.96,8.89,8.67,9.02,
W1DC34,2025-09-23,603.6,582.65,582.65,603.6,
DVFF11,2025-09-23,5.99,6,5.98,6.03,
SARE11,2025-09-23,4.76,4.71,4.71,4.76,
SPXS11,2025-09-23,8.5,8.59,8.5,8.7,
NSLU11,2025-09-23,205.02,204.15,204,206.47,
CPLEJ128,2025-09-23,0.31,0.41,0.31,0.46,
EGIEV433,2025-09-23,1.63,1.59,1.4,1.74,
EQIR11,2025-09-23,7.85,7.87,7.81,7.87,
TAEE3F,2025-09-23,11.81,12.05,11.8,12.05,
JSAF11,2025-09-23,7.86,7.85,7.78,7.87,
BRCR11,2025-09-23,43.4,43.5,43.32,43.98,
ENGI11F,2025-09-23,49.83,50.9,49.83,50.9,
BEEF11,2025-09-23,2.7,2.75,2.67,2.81,
PFRM3F,2025-09-23,7.26,7.46,7.26,7.57,
VLID3,2025-09-23,21.2,21.38,21.2,21.65,
ICRI11,2025-09-23,91.53,92.04,91.51,92.19,
EDFO11,2025-09-23,119,114.95,114.95,119,
ITIT11,2025-09-23,68.5,68.14,67.67,68.5,
RECM11,2025-09-23,8.73,8.69,8.6,8.73,
S2NW34,2025-09-23,29.75,29.56,29.49,30.54,
IBCR11,2025-09-23,49.76,48.99,48.9,49.76,
TUPYV140,2025-09-23,0.56,0.62,0.56,0.65,
FSRF11F,2025-09-23,0.1,0.1,0.09,0.1,
GRND3F,2025-09-23,5.27,5.28,5.21,5.28,
MYPKJ148,2025-09-23,0.01,0.01,0.01,0.01,
ELETJ530W1,2025-09-23,0.15,0.14,0.11,0.18,
BRKMJ880,2025-09-23,0.27,0.21,0.2,0.33,
RPRI11,2025-09-23,83.52,84.07,83.52,84.45,
INEP4,2025-09-23,1.45,1.45,1.44,1.5,
VLID3F,2025-09-23,21.4,21.29,21.28,21.67,
MTSA4F,2025-09-23,40.05,41.33,40,41.33,
MILS3F,2025-09-23,11.8,12.11,11.8,12.11,
AREA11,2025-09-23,100.45,100.64,100.4,101.86,
APTO11,2025-09-23,8.53,8.49,8.48,8.6,
BBFI11,2025-09-23,350.11,350.1,350.1,354.99,
L1RC34,2025-09-23,16.49,14.9,14.24,16.5,
MSBR34,2025-09-23,171.53,169.51,169.15,174.59,
ELETW481,2025-09-23,0.52,0.43,0.42,0.53,
ODPV3F,2025-09-23,13.05,13.31,13.05,13.31,
GAME11,2025-09-23,8.54,8.46,8.42,8.54,
RADLV188,2025-09-23,1.05,0.96,0.87,1.05,
CXCE11,2025-09-23,41.55,41.55,41.51,43,
CSNAJ800W1,2025-09-23,0.19,0.19,0.18,0.19,
ORCL34,2025-09-23,295,277.4,273.4,295,
WSEC11,2025-09-23,5.69,5.75,5.68,5.84,
IRFM11,2025-09-23,93.45,93.71,93.45,94.43,
ELETK580,2025-09-23,0.18,0.25,0.18,0.26,
ELETJ552,2025-09-23,0.96,1.55,0.96,1.55,
RADLJ153,2025-09-23,3.2,3.17,3.17,3.2,
HOOT4F,2025-09-23,4,4,4,4,
TAEEV371,2025-09-23,0.6,0.44,0.38,0.6,
LUPA3F,2025-09-23,1.12,1.12,1.12,1.15,
CMIGW129,2025-09-23,0.61,0.61,0.61,0.61,
ELETV487,2025-09-23,0.07,0.07,0.06,0.07,
RADLK188,2025-09-23,0.83,1.1,0.81,1.11,
HYBR11,2025-09-23,50.65,50.19,50.13,50.65,
UNIP3,2025-09-23,63.45,63.22,62.77,63.76,
BEEFJ711,2025-09-23,0.07,0.17,0.07,0.17,
ALPAJ951,2025-09-23,0.58,0.58,0.58,0.58,
RFOF11,2025-09-23,63.42,62.94,62.81,63.9,
BLCA11,2025-09-23,95.97,96,94.5,96,
EALT3,2025-09-23,12.63,12.65,12.63,12.65,
ELETK550,2025-09-23,0.59,0.75,0.57,0.76,
PSKY34,2025-09-23,103.16,105.5,103.16,108.38,
S1BS34,2025-09-23,26.26,27.15,26.26,28.02,
TMOS34,2025-09-23,52,51.61,51.61,52.54,
TEXA34,2025-09-23,64.1,64.09,63.91,64.1,
CMIGW11,2025-09-23,0.34,0.34,0.34,0.34,
BTHI11,2025-09-23,42.5,41.53,41.53,42.5,
V1RT34,2025-09-23,75,75.12,74.88,77.18,
CSNAJ669,2025-09-23,1.43,1.33,1.2,1.43,
RADLW228,2025-09-23,4.2,4.21,4.2,4.21,
CPLEJ13,2025-09-23,0.23,0.28,0.22,0.3,
RADLL195,2025-09-23,1.06,1.04,1.04,1.15,
CEBR6,2025-09-23,24.44,24.49,24,24.67,
EUCA4,2025-09-23,17.79,17.41,17.41,17.84,
ELETV2,2025-09-23,0.61,0.65,0.56,0.74,
VVMR11,2025-09-23,84.1,84.89,84.1,84.89,
AZEV3F,2025-09-23,0.41,0.39,0.39,0.42,
SNEC34,2025-09-23,156.64,157.6,156.64,158.56,
EGIEW378,2025-09-23,0.19,0.19,0.19,0.19,
UNIP3F,2025-09-23,63.11,62.71,62.71,63.91,
ELETV488,2025-09-23,0.28,0.19,0.19,0.28,
BRKMK880,2025-09-23,0.57,0.5,0.5,0.57,
RADLJ180,2025-09-23,0.99,0.95,0.95,1.06,
CMIGG125,2025-09-23,1.43,1.43,1.43,1.43,
TLNC34,2025-09-23,27.42,27.05,26.97,27.42,
ALPA3F,2025-09-23,9.3,9.15,9.08,9.3,
BRKMJ950,2025-09-23,0.09,0.08,0.08,0.12,
EQTLK405,2025-09-23,0.51,0.51,0.51,0.53,
ELETJ2,2025-09-23,1.85,2.39,1.85,2.46,
CGAS5,2025-09-23,127.29,127.09,127.09,127.29,
TAEEV381,2025-09-23,1.31,0.95,0.9,1.31,
TAEEK356,2025-09-23,1.89,2.37,1.89,2.37,
ELETJ506,2025-09-23,2.23,2.82,2.23,2.82,
ELETV430,2025-09-23,0.02,0.01,0.01,0.02,
TUPYV155,2025-09-23,1.7,1.8,1.7,1.8,
MYPKV118,2025-09-23,0.07,0.11,0.07,0.11,
TELB3,2025-09-23,11.85,11.65,11.6,11.9,
BRKMV620,2025-09-23,0.01,0.02,0.01,0.02,
MULTW306,2025-09-23,1.71,1.6,1.6,1.71,
BRKMV900,2025-09-23,0.75,0.86,0.7,0.86,
N1UE34,2025-09-23,59.88,59.42,59.42,59.88,
EQTLJ385,2025-09-23,0.29,0.48,0.29,0.51,
CSNAW729,2025-09-23,0.2,0.2,0.17,0.2,
EGIEJ433,2025-09-23,0.52,0.43,0.4,0.52,
RADLW183,2025-09-23,1.03,0.98,0.98,1.06,
EQTLJ423,2025-09-23,0.02,0.02,0.02,0.02,
VULCV205,2025-09-23,0.17,0.18,0.17,0.21,
SJAU11,2025-09-23,7.51,7.52,7.51,7.52,
U2PS34,2025-09-23,17.24,16.55,16.48,17.28,
JHSFK620,2025-09-23,0.45,0.45,0.45,0.45,
FLRP11,2025-09-23,20.42,20.7,20.16,20.7,
CMIGF136,2025-09-23,0.7,0.67,0.5,0.7,
BRKMR850,2025-09-23,0.91,0.95,0.91,0.97,
CMIGV125,2025-09-23,0.39,0.34,0.32,0.39,
T2DH34,2025-09-23,1.47,1.51,1.46,1.56,
JHSFL729,2025-09-23,0.19,0.19,0.19,0.19,
BEEFK695,2025-09-23,0.2,0.21,0.2,0.21,
CSNAV779,2025-09-23,0.17,0.2,0.17,0.2,
ELETV480W1,2025-09-23,0.09,0.09,0.09,0.09,
CSNAU660W4,2025-09-23,0.01,0.01,0.01,0.01,
TPIS3,2025-09-23,4.1,4.01,4.01,4.1,
ALPAV951,2025-09-23,0.2,0.18,0.18,0.2,
LEVEV280,2025-09-23,0.55,0.55,0.55,0.55,
SAPRJ371,2025-09-23,0.68,0.97,0.68,0.97,
ELETJ568,2025-09-23,0.04,0.05,0.04,0.06,
CSNAW899,2025-09-23,1.02,1.02,1.02,1.02,
CPFEJ389,2025-09-23,1.19,1.45,1.19,1.48,
ELETJ532,2025-09-23,2.35,2.94,2.33,2.94,
ELETJ533,2025-09-23,0.3,0.44,0.22,0.44,
OXYP34,2025-09-23,41.62,40.84,40.84,41.62,
PEAB4,2025-09-23,37.43,38.98,37.43,38.98,
RADLK193,2025-09-23,0.67,0.9,0.67,0.98,
T10R11,2025-09-23,50.79,50.85,50.79,50.85,
ELETV453,2025-09-23,0.06,0.06,0.06,0.06,
FSRF11,2025-09-23,0.09,0.09,0.09,0.09,
MULTW276,2025-09-23,0.46,0.45,0.45,0.46,
RENV11,2025-09-23,5.94,5.57,5.57,5.94,
SAPRV366,2025-09-23,0.5,0.44,0.44,0.5,
BEEFW645,2025-09-23,0.35,0.35,0.35,0.35,
ELETK513,2025-09-23,5.28,5.29,5.28,5.29,
ENGI4,2025-09-23,8.92,9.03,8.92,9.21,
EGIEV441,2025-09-23,2.04,2.07,2.04,2.19,
BRKME140,2025-09-23,0.2,0.2,0.2,0.2,
CMIGW106,2025-09-23,0.03,0.03,0.03,0.03,
BRKMI840W4,2025-09-23,0.09,0.09,0.09,0.09,
U1RI34,2025-09-23,181.83,179.17,179.17,184.3,
CEBR5,2025-09-23,22.99,23,21.51,23,
ELETW472,2025-09-23,0.26,0.24,0.24,0.27,
P1GR34,2025-09-23,635.15,627.84,627.84,635.15,
BEEFV691,2025-09-23,0.55,0.58,0.55,0.58,
GEPA4F,2025-09-23,35.01,35.5,35.01,35.5,
BRKMK820,2025-09-23,0.82,0.78,0.78,0.83,
P1LD34,2025-09-23,51.06,50.14,49.95,51.06,
BRKMW940,2025-09-23,1.18,1.26,1.18,1.26,
ELETV390,2025-09-23,0.02,0.02,0.02,0.02,
CPFEV367,2025-09-23,0.1,0.11,0.1,0.11,
BRKMK980,2025-09-23,0.25,0.22,0.22,0.25,
SAPRJ356,2025-09-23,1.57,1.57,1.57,1.57,
V2TX34,2025-09-23,25.01,24.2,24.2,25.04,
ELETW464,2025-09-23,0.55,0.49,0.47,0.55,
KHCB34,2025-09-23,35.25,35,35,35.59,
SAPRK358,2025-09-23,2.15,2.58,2.15,2.58,
EZTCW167,2025-09-23,0.55,0.55,0.55,0.55,
EQTLW378,2025-09-23,1.28,1.28,1.28,1.28,
BEEFK635,2025-09-23,0.46,0.47,0.46,0.47,
STYI11,2025-09-23,1400,1400,1400,1400,
MYPKW123,2025-09-23,0.47,0.41,0.41,0.47,
VLIDJ211,2025-09-23,0.82,0.82,0.82,0.82,
ELETW49,2025-09-23,1.03,1.02,1.02,1.03,
NEWU11,2025-09-23,95.5,95.95,95.5,95.95,
VLIDJ226,2025-09-23,0.21,0.21,0.21,0.21,
MILSJ120,2025-09-23,0.5,0.5,0.5,0.5,
EURO11,2025-09-23,238.91,244,238.91,244,
EQTLV350,2025-09-23,0.2,0.17,0.17,0.21,
CPLEW128,2025-09-23,0.28,0.27,0.26,0.29,
EQTLK403,2025-09-23,0.5,0.55,0.5,0.55,
MNDL3F,2025-09-23,18.9,18,18,18.9,
CSNAX740,2025-09-23,0.25,0.28,0.25,0.28,
ELETJ6,2025-09-23,3.64,3.64,3.64,3.64,
BRKMV840W1,2025-09-23,0.33,0.33,0.33,0.33,
TAEEJ341,2025-09-23,2.9,2.95,2.9,2.95,
TOTSK455,2025-09-23,2.29,2.24,2.19,2.29,
RADLL248,2025-09-23,0.16,0.13,0.13,0.16,
TBIL39,2025-09-23,53.3,53.11,53.11,53.3,
HBORJ380,2025-09-23,0.16,0.18,0.16,0.18,
MYPKJ118,2025-09-23,0.87,0.87,0.87,0.87,
HBORJ320,2025-09-23,0.63,0.47,0.47,0.63,
HOOT4,2025-09-23,4.05,4.05,4.05,4.05,
EGIEW418,2025-09-23,1.01,0.98,0.98,1.16,
JHSFJ597,2025-09-23,0.45,0.45,0.45,0.45,
ELETK49,2025-09-23,3,3.43,3,3.43,
HAGA3F,2025-09-23,1.88,1.84,1.84,1.88,
CPLEJ123,2025-09-23,0.74,0.8,0.74,0.81,
CSNAK889,2025-09-23,0.27,0.27,0.27,0.27,
ELETJ500,2025-09-23,5.3,5.6,5.3,5.6,
GRNDK600,2025-09-23,0.11,0.11,0.11,0.12,
MULTJ326,2025-09-23,0.04,0.05,0.04,0.05,
EQMA3B,2025-09-23,32.5,32.5,32.5,32.5,
BEEFV640W2,2025-09-23,0.2,0.2,0.2,0.2,
BRKMR90,2025-09-23,1.25,1.28,1.25,1.28,
EGIEX440,2025-09-23,1.16,1.16,1.16,1.16,
BEEFK665,2025-09-23,0.32,0.32,0.32,0.32,
TAEEW386,2025-09-23,1.58,1.58,1.58,1.58,
CEEB3,2025-09-23,37,37,37,37,
ELETB453,2025-09-23,8.27,8.27,8.27,8.27,
JHSFS504,2025-09-23,0.1,0.1,0.1,0.1,
T2ND34,2025-09-23,4.64,4.64,4.64,4.64,
PNCR11,2025-09-23,46.76,46.76,46.76,46.76,
RSSL39,2025-09-23,51.95,51.95,51.95,51.95,
BEEFL801,2025-09-23,0.11,0.12,0.11,0.12,
PLAS3F,2025-09-23,5,5,5,5,
BRKMU820W4,2025-09-23,0.07,0.07,0.07,0.07,
CSNAW789,2025-09-23,0.37,0.37,0.37,0.37,
CALI3F,2025-09-23,18,18,18,18,
TAEEK361,2025-09-23,1.57,1.65,1.57,1.66,
ELETW520,2025-09-23,2.51,2.21,2.14,2.51,
BEEFK725,2025-09-23,0.14,0.14,0.14,0.14,
ELETW446,2025-09-23,0.15,0.17,0.15,0.17,
CSNAJ980W2,2025-09-23,0.01,0.01,0.01,0.01,
GRNDK610,2025-09-23,0.05,0.05,0.05,0.05,
TOTSW455,2025-09-23,1.93,1.94,1.93,1.94,
VFCO34,2025-09-23,38.6,38.6,38.6,38.6,
BEEFW655,2025-09-23,0.39,0.39,0.39,0.39,
MCOR34,2025-09-23,637.6,637.6,637.6,637.6,
ELETG550,2025-09-23,9.6,9.6,9.6,9.6,
ELETJ460W4,2025-09-23,5.15,5.15,5.15,5.15,
RBRS11,2025-09-23,51.31,52,51.31,52,
MWET4,2025-09-23,10.06,10.06,10.06,10.06,
EQTLI365W4,2025-09-23,0.77,0.77,0.77,0.77,
MILSJ125,2025-09-23,0.2,0.2,0.2,0.2,
CSNAJ820W2,2025-09-23,0.23,0.23,0.23,0.23,
MDIAW285,2025-09-23,1.39,1.39,1.39,1.39,
EGIEJ461,2025-09-23,0.04,0.04,0.04,0.04,
CSNAJ999,2025-09-23,0.01,0.01,0.01,0.01,
TOTSJ432,2025-09-23,3.16,3.16,3.16,3.16,
BRKMK900,2025-09-23,0.5,0.5,0.5,0.5,
OCRE11,2025-09-23,90,95,90,95,
MULTW286,2025-09-23,0.8,0.8,0.8,0.8,
KNIP11,2025-09-23,88.97,88.09,88,88.97,
ALZR11,2025-09-23,10.5,10.5,10.5,10.59,
CPFE3F,2025-09-23,38.91,39.37,38.87,39.8,
PVBI11,2025-09-23,75.17,75.93,74.9,75.93,
CPFE3,2025-09-23,38.91,39.61,38.88,39.81,
SAPI11,2025-09-23,8.69,8.68,8.65,8.73,
VCRI11,2025-09-23,7.26,7.23,7.15,7.26,
MULT3,2025-09-23,28.76,29.18,28.58,29.32,
SAPR4,2025-09-23,7.12,7.22,7.1,7.27,
VRTA11,2025-09-23,77.89,77.6,77.29,78.2,
TGAR11,2025-09-23,87.23,87.3,86.9,89,
CACR11,2025-09-23,73.6,73.26,72.06,74.5,
IRDM11,2025-09-23,60.15,59.9,59.58,60.27,
OUJP11,2025-09-23,75.09,75.1,74.8,75.49,
CPSH11,2025-09-23,9.86,9.85,9.75,9.86,
JHSF3,2025-09-23,6.21,6.27,6.21,6.31,
HGRE11,2025-09-23,116.65,119.1,116.65,119.38,
WHGR11,2025-09-23,8.85,8.78,8.77,8.87,
TAEE11F,2025-09-23,35.7,36.21,35.64,36.37,
GTWR11,2025-09-23,76.86,77.2,76.61,78,
VSLH11,2025-09-23,2.63,2.63,2.61,2.63,
RELG11,2025-09-23,64.52,64.5,64.5,64.98,
JHSFV557,2025-09-23,0.03,0.03,0.03,0.03,
VISA34,2025-09-23,90.43,88.8,88.8,91.94,
NFLX34,2025-09-23,130.57,127.94,127.76,131.04,
VRTM11,2025-09-23,6.86,6.85,6.8,6.87,
EGIEV416,2025-09-23,0.64,0.66,0.62,0.77,
CPLE5F,2025-09-23,12.4,12.5,12.4,12.8,
BEEF3F,2025-09-23,6.41,6.44,6.35,6.46,
MDIA3,2025-09-23,27.91,28.05,27.7,28.42,
CMIG3,2025-09-23,14.71,14.98,14.63,15.01,
ITRI11,2025-09-23,80,80.65,79.04,80.93,
UNIP6,2025-09-23,73.8,73.46,73.37,74.36,
NEWL11,2025-09-23,104.75,105.48,103.31,105.48,
BRKMV860,2025-09-23,0.51,0.56,0.45,0.58,
BRKMJ900,2025-09-23,0.21,0.16,0.16,0.23,
RBHY11,2025-09-23,76.2,74.22,73.74,76.49,
CPLEV128,2025-09-23,0.2,0.16,0.16,0.21,
VRTX34,2025-09-23,501.8,497.63,497.63,501.8,
GRUL11,2025-09-23,8.35,8.3,8.2,8.35,
RCRB11,2025-09-23,127.66,126.77,126.2,127.66,
SAPRV326,2025-09-23,0.03,0.03,0.03,0.03,
IRIM11,2025-09-23,65.99,65.85,64.56,66,
CGAS3F,2025-09-23,124.99,122.5,121,125,
CXAG11,2025-09-23,74.99,74.77,74.06,75.07,
BEEFK745,2025-09-23,0.1,0.11,0.1,0.11,
TOPP11,2025-09-23,68.58,68.15,67.8,68.58,
ELETV518,2025-09-23,0.69,0.5,0.5,0.7,
CGRA4F,2025-09-23,27.29,27.54,27.01,27.59,
TOTSV430,2025-09-23,0.36,0.4,0.36,0.41,
TAEEL382,2025-09-23,2.22,2.75,2.22,2.75,
GLPF11,2025-09-23,105.24,105.24,105.24,105.24,
BLMO11,2025-09-23,89,89,89,89,
CXCO11,2025-09-23,58.15,58.51,57.64,58.78,
CMIGX113,2025-09-23,0.09,0.08,0.08,0.09,
TAEE4,2025-09-23,11.9,12.01,11.87,12.12,
CMIGV115,2025-09-23,0.05,0.04,0.03,0.05,
ELETK624,2025-09-23,0.13,0.15,0.13,0.16,
VPPR11,2025-09-23,12.95,13.05,12.8,13.05,
JPPC11,2025-09-23,163.03,190,163.03,190,
RADLJ198,2025-09-23,0.18,0.28,0.18,0.33,
RNEW4F,2025-09-23,1.1,1.1,1.08,1.1,
SMRE11,2025-09-23,80,79.49,79.49,80,
NTNS11,2025-09-23,60.17,60.11,60,60.17,
CLSC4,2025-09-23,102.5,102.1,101.2,102.74,
CPLEK133,2025-09-23,0.34,0.4,0.34,0.4,
WFCO34,2025-09-23,114.36,110.94,110.94,114.8,
MRCK34,2025-09-23,53.92,52.77,52.55,53.92,
S2GM34,2025-09-23,11.2,10.84,10.73,11.2,
CEBR5F,2025-09-23,22.78,24.11,22.4,24.17,
PATC11,2025-09-23,38.85,39.25,38.85,39.25,
CSNAU820W4,2025-09-23,0.28,0.28,0.28,0.28,
HOFC11,2025-09-23,28.41,28.3,28.12,28.7,
ELETV533,2025-09-23,3.26,2.54,2.54,3.26,
RINV11,2025-09-23,101.71,103.1,101.71,103.14,
TUPYW130,2025-09-23,0.37,0.4,0.37,0.4,
BIOM3F,2025-09-23,8.89,9.3,8.78,9.44,
BRKMW750,2025-09-23,0.24,0.27,0.24,0.27,
EGIEV41,2025-09-23,0.82,0.85,0.78,0.97,
CMIGV120,2025-09-23,0.16,0.11,0.11,0.16,
EQTLK378,2025-09-23,1.2,1.62,1.2,1.62,
EQTLJ373,2025-09-23,0.96,1.1,0.96,1.11,
ELETK555,2025-09-23,0.48,0.62,0.48,0.64,
TAEEJ381,2025-09-23,0.08,0.19,0.08,0.19,
CEOC11,2025-09-23,44.18,44.04,43.82,44.18,
P2AT34,2025-09-23,8.78,8.28,8.28,8.78,
BEEFJ601,2025-09-23,0.48,0.48,0.48,0.54,
CPFEW357,2025-09-23,0.14,0.14,0.14,0.14,
FVPQ11,2025-09-23,67.01,66.73,65.01,67.85,
JPMC34,2025-09-23,166.01,166.98,164.29,168.46,
MAXR11,2025-09-23,64.3,63.95,62.77,64.81,
MYPKV163,2025-09-23,3.72,3.72,3.72,3.72,
BEEFW635,2025-09-23,0.29,0.3,0.29,0.3,
FIXA11,2025-09-23,17.95,17.9,17.88,17.95,
LTNB11,2025-09-23,103.99,103.99,103.99,103.99,
INEP3F,2025-09-23,1.55,1.66,1.53,1.69,
