Ativo,DataPregao,Abertura,Fechamento,PrecoMin,PrecoMax,Volume
AZZAK270,2025-10-07,1.12,0.82,0.81,1.12,44
FLRYK170,2025-10-07,0.31,0.34,0.31,0.34,2
YDUQK122,2025-10-07,0.9,0.85,0.85,0.9,2
IGTIV238,2025-10-07,0.89,0.85,0.85,0.89,4
COGNV320W2,2025-10-07,0.12,0.13,0.12,0.13,2
NATUV966,2025-10-07,1.4,1.4,1.4,1.4,1
NATUV840W4,2025-10-07,0.36,0.38,0.36,0.38,2
PCARJ463,2025-10-07,0.03,0.03,0.03,0.03,2
CMINL500,2025-10-07,1,1.05,1,1.05,3
COGNK373,2025-10-07,0.03,0.03,0.03,0.03,2
AUREW102,2025-10-07,0.3,0.45,0.3,0.45,2
PETZK390W1,2025-10-07,0.1,0.13,0.1,0.13,2
SIMHA603,2025-10-07,0.15,0.14,0.14,0.15,2
RAIZV760,2025-10-07,0.01,0.01,0.01,0.01,6
RAIZH20,2025-10-07,0.06,0.06,0.06,0.06,1
VIVTK344,2025-10-07,0.39,0.39,0.39,0.39,2
VAMOW370,2025-10-07,0.61,0.67,0.61,0.67,38
RAIZJ560,2025-10-07,0.37,0.37,0.37,0.37,2
CYREW266,2025-10-07,0.33,0.36,0.33,0.42,24
DIRRV145,2025-10-07,0.18,0.08,0.08,0.18,3
TIMSV218,2025-10-07,0.03,0.03,0.03,0.03,2
QUALK249,2025-10-07,0.12,0.08,0.06,0.12,3
BRAVE270,2025-10-07,0.3,0.3,0.3,0.3,2
SIMHK463,2025-10-07,0.32,0.29,0.29,0.32,2
VAMOK430,2025-10-07,0.01,0.01,0.01,0.01,16
KLBNV169,2025-10-07,0.02,0.02,0.02,0.02,1
CXSEL160,2025-10-07,0.45,0.45,0.44,0.45,3
COGNV173,2025-10-07,0.01,0.01,0.01,0.01,1
YDUQJ120,2025-10-07,0.52,0.47,0.47,0.53,21
DIRRK144,2025-10-07,1.15,1.15,1.15,1.15,1
HYPEK250,2025-10-07,0.32,0.27,0.27,0.32,6
VBBRJ244,2025-10-07,0.1,0.08,0.07,0.1,5
CXSEJ164,2025-10-07,0.04,0.02,0.02,0.04,2
CURYW306,2025-10-07,0.61,0.63,0.61,0.63,2
MBRFV268,2025-10-07,6.6,6.64,6.58,6.64,4
DXCOW519,2025-10-07,0.15,0.15,0.15,0.15,1
QUALL159,2025-10-07,0.68,0.68,0.68,0.68,1
BRAVJ180W4,2025-10-07,0.29,0.34,0.29,0.34,2
MBRFS20,2025-10-07,3.5,3.5,3.5,3.5,1
ANIMX265,2025-10-07,0.1,0.1,0.1,0.1,1
VIVTV326,2025-10-07,0.29,0.54,0.29,0.55,6
RDORK423,2025-10-07,1.42,1.48,1.39,1.48,12
COGNV478,2025-10-07,1.67,1.67,1.66,1.67,5
PCARW385,2025-10-07,0.33,0.33,0.33,0.33,1
MBRFV175W5,2025-10-07,0.6,0.75,0.6,0.75,4
RECVR140,2025-10-07,0.96,0.96,0.96,0.96,2
VIVAV298,2025-10-07,2.81,2.62,2.62,2.81,3
CEABJ173,2025-10-07,0.06,0.06,0.06,0.06,1
BHIAK270,2025-10-07,0.6,0.6,0.6,0.6,2
RAIZX120,2025-10-07,0.3,0.31,0.3,0.31,4
TIMSK199,2025-10-07,3.62,3.62,3.62,3.62,1
BHIAK35,2025-10-07,0.2,0.2,0.2,0.2,2
NATUV896,2025-10-07,0.76,0.76,0.71,0.76,3
PETZK411,2025-10-07,0.09,0.09,0.09,0.09,4
BMGBK402,2025-10-07,0.07,0.07,0.07,0.07,1
MBRFK184,2025-10-07,0.48,0.48,0.48,0.48,1
RAIZX600,2025-10-07,0.02,0.02,0.02,0.02,2
COGNW238,2025-10-07,0.01,0.01,0.01,0.01,1
ASAIK979,2025-10-07,0.22,0.23,0.22,0.23,2
QUALJ149,2025-10-07,0.73,0.73,0.73,0.73,1
MBRFV160,2025-10-07,0.18,0.16,0.16,0.18,3
CYREV300W2,2025-10-07,0.93,0.93,0.93,0.93,1
QUALX194,2025-10-07,0.07,0.08,0.07,0.08,4
SBFGV124,2025-10-07,0.8,0.8,0.8,0.8,1
COGNW135,2025-10-07,10.1,10.1,10.1,10.1,1
CSMGK360,2025-10-07,0.7,0.67,0.61,0.7,6
CYREJ266,2025-10-07,2.95,2.89,2.89,2.95,2
IGTIJ213,2025-10-07,1.8,1.8,1.8,1.8,1
RAIZK130,2025-10-07,0.01,0.01,0.01,0.01,1
PETZV405,2025-10-07,0.32,0.32,0.32,0.32,1
RAIZJ136,2025-10-07,0.01,0.01,0.01,0.01,1
PETZJ460,2025-10-07,0.01,0.01,0.01,0.01,1
RECVL151,2025-10-07,0.04,0.04,0.04,0.04,2
QUALJ239,2025-10-07,0.05,0.03,0.03,0.05,3
PCARJ473,2025-10-07,0.03,0.02,0.02,0.03,6
QUALK259,2025-10-07,0.07,0.06,0.06,0.07,4
RAIZJ116,2025-10-07,0.01,0.01,0.01,0.01,9
RDORW398,2025-10-07,0.82,0.82,0.82,0.82,2
RECVV132,2025-10-07,0.79,0.8,0.78,0.8,3
RAIZV186,2025-10-07,0.94,0.95,0.94,0.95,3
WIZCW835,2025-10-07,0.44,0.44,0.44,0.44,1
BRAVK195,2025-10-07,0.25,0.28,0.25,0.28,3
VIVTK310,2025-10-07,2.29,2.13,2.13,2.29,5
VIVTK336,2025-10-07,0.7,0.61,0.61,0.7,2
CEABX153,2025-10-07,1.21,1.21,1.21,1.21,1
SEERV950,2025-10-07,0.1,0.1,0.1,0.1,1
RAIZW165,2025-10-07,0.72,0.72,0.72,0.72,1
KEPLW726,2025-10-07,0.12,0.12,0.12,0.12,1
COGNJ148,2025-10-07,1.61,1.61,1.61,1.61,1
NATUX820,2025-10-07,0.51,0.51,0.51,0.51,1
RAIZX140,2025-10-07,0.51,0.51,0.51,0.51,1
NATUW770,2025-10-07,0.23,0.26,0.23,0.26,2
PCARW315,2025-10-07,0.1,0.1,0.1,0.1,1
DIRRJ400,2025-10-07,2.3,1.84,1.83,2.3,36
VBBRJ269,2025-10-07,0.01,0.01,0.01,0.01,3
BMOBJ233,2025-10-07,0.09,0.09,0.09,0.09,1
FLRYW165,2025-10-07,0.69,0.69,0.69,0.69,1
KLBNJ197,2025-10-07,0.02,0.01,0.01,0.02,5
DIRRK154,2025-10-07,0.61,0.61,0.61,0.61,1
BRAVV170W2,2025-10-07,0.06,0.07,0.06,0.07,2
ASAIJ999,2025-10-07,0.02,0.02,0.02,0.02,2
RAIZA105,2025-10-07,0.08,0.06,0.06,0.1,17
CBAVB50,2025-10-07,0.31,0.31,0.31,0.31,1
RAIZJ106,2025-10-07,0.01,0.01,0.01,0.01,2
SBFGV114,2025-10-07,0.22,0.22,0.22,0.22,3
RAIZX99,2025-10-07,0.14,0.16,0.14,0.16,2
BRAVK205,2025-10-07,0.14,0.14,0.14,0.14,1
YDUQK110,2025-10-07,1.65,1.5,1.5,1.65,3
ALOSV255W4,2025-10-07,1.13,1.17,1.13,1.17,4
DXCOV569,2025-10-07,0.35,0.35,0.35,0.35,1
GMATJ669,2025-10-07,0.07,0.07,0.07,0.07,1
ASAIW809,2025-10-07,0.2,0.24,0.2,0.25,3
GUARH850,2025-10-07,2.6,2.6,2.6,2.6,1
CYREL281,2025-10-07,2.81,2.81,2.81,2.81,1
PSSAW401,2025-10-07,0.05,0.05,0.05,0.05,1
ALOSW24,2025-10-07,1,1,1,1,1
BRAVV202,2025-10-07,2.86,2.8,2.8,2.86,3
CBAVV400,2025-10-07,0.03,0.04,0.03,0.04,27
VIVTV317,2025-10-07,0.23,0.25,0.23,0.25,2
SLCEQ180,2025-10-07,0.97,1.1,0.97,1.1,3
PSSAL511,2025-10-07,0.78,0.78,0.78,0.78,1
SMTOJ183,2025-10-07,0.03,0.03,0.03,0.03,1
RAIZV116,2025-10-07,0.23,0.29,0.23,0.29,5
BRAVJ165,2025-10-07,1.06,1.06,1.06,1.06,1
ISAEK229,2025-10-07,1.82,1.45,1.45,1.82,4
TTENV138,2025-10-07,0.43,0.43,0.43,0.43,1
SEERJ100,2025-10-07,0.85,0.83,0.83,0.85,2
AZZAM310,2025-10-07,5,5,5,5,1
VIVTX306,2025-10-07,0.31,0.31,0.31,0.31,1
HYPEW230,2025-10-07,1.19,1.19,1.19,1.19,1
HYPEJ257,2025-10-07,0.02,0.01,0.01,0.02,2
ASAIK809,2025-10-07,1,1,1,1,1
RAIZL165,2025-10-07,0.01,0.01,0.01,0.01,1
CURYV321,2025-10-07,0.53,0.53,0.53,0.53,1
VIVTJ341,2025-10-07,0.18,0.07,0.05,0.18,8
BRAVK160,2025-10-07,1.9,1.9,1.9,1.9,1
POSIJ413,2025-10-07,0.15,0.15,0.15,0.15,1
PSSAJ501,2025-10-07,0.07,0.08,0.07,0.08,2
RAIZV146,2025-10-07,0.52,0.56,0.52,0.56,2
BRAVW205,2025-10-07,2.86,2.86,2.86,2.86,1
PCARK490,2025-10-07,0.13,0.13,0.13,0.13,1
PCARV313,2025-10-07,0.02,0.02,0.02,0.02,2
SLCEW159,2025-10-07,0.35,0.33,0.33,0.38,4
ASAIJ899,2025-10-07,0.24,0.18,0.18,0.26,7
RAIZM180,2025-10-07,0.77,0.77,0.77,0.77,1
TENDV260,2025-10-07,1.6,1.6,1.6,1.6,1
SMTOX141,2025-10-07,0.11,0.11,0.11,0.11,3
RAIZM99,2025-10-07,0.13,0.15,0.13,0.15,4
RAIZL115,2025-10-07,0.04,0.04,0.04,0.04,1
RDORJ427,2025-10-07,0.2,0.2,0.2,0.2,1
JBSSE580,2025-10-07,19.64,19.2,19.19,19.64,3
ANIMK345,2025-10-07,0.17,0.17,0.17,0.17,1
CBAVW420,2025-10-07,0.4,0.4,0.4,0.4,5
BRAVV220,2025-10-07,4.35,4.35,4.35,4.35,1
BBSEW382,2025-10-07,2.83,2.83,2.83,2.83,1
ALUPV315,2025-10-07,0.4,0.4,0.4,0.4,1
CMINV524,2025-10-07,0.01,0.01,0.01,0.01,1
BRAVN24,2025-10-07,4.6,4.6,4.6,4.6,1
SMTOK191,2025-10-07,0.14,0.14,0.14,0.14,1
SBSPJ142,2025-10-07,0.05,0.05,0.05,0.05,1
INTBL100,2025-10-07,1.7,1.53,1.53,1.7,2
AUREV105,2025-10-07,0.51,0.51,0.51,0.51,1
SLCEW144,2025-10-07,0.04,0.03,0.03,0.04,2
VBBRJ264,2025-10-07,0.02,0.02,0.02,0.02,1
PCARK600,2025-10-07,0.04,0.04,0.04,0.04,1
CYREV334,2025-10-07,3.3,4.1,3.3,4.1,2
COGNV353,2025-10-07,0.4,0.4,0.4,0.4,1
VIVTV341,2025-10-07,0.95,1.68,0.95,1.68,2
JBSSL980,2025-10-07,19.44,19.44,19.44,19.44,1
SBSPV122W2,2025-10-07,0.43,0.43,0.43,0.43,3
AZZAK332,2025-10-07,0.11,0.11,0.11,0.11,1
PCARL430,2025-10-07,0.32,0.32,0.32,0.32,1
CYREK236,2025-10-07,5.79,5.85,5.79,5.85,7
RAIZJ900W2,2025-10-07,0.04,0.04,0.04,0.04,1
FLRYK968,2025-10-07,6.5,6.5,6.5,6.5,1
CSMGF300,2025-10-07,7.09,7.08,7.08,7.09,2
BBSEL390,2025-10-07,0.06,0.06,0.06,0.06,1
VBBRK214,2025-10-07,2.27,2.27,2.27,2.29,4
NATUX770,2025-10-07,0.3,0.35,0.3,0.35,3
SIMHV448,2025-10-07,0.12,0.12,0.12,0.12,1
RVEE3,2025-10-07,7.53,7.52,7.52,7.53,3
COGNA323,2025-10-07,0.23,0.25,0.23,0.25,2
AZZAW335,2025-10-07,8.2,8.2,8.2,8.2,1
BRAVA185,2025-10-07,1.3,1.28,1.28,1.3,2
COGNO293,2025-10-07,0.18,0.18,0.18,0.18,3
ISAEA246,2025-10-07,0.8,0.78,0.78,0.8,3
MBRFX149,2025-10-07,0.35,0.35,0.35,0.35,1
QUALK189,2025-10-07,0.37,0.36,0.36,0.37,3
VBBRJ194,2025-10-07,3.55,3.55,3.55,3.55,1
ALOSJ250W4,2025-10-07,0.26,0.26,0.26,0.26,1
HGAG11,2025-10-07,11.02,11.02,11.02,11.02,1
AZZAW250W2,2025-10-07,1.24,1.24,1.24,1.24,1
LJQQO200,2025-10-07,0.18,0.18,0.18,0.18,2
BRAVW145,2025-10-07,0.07,0.07,0.07,0.07,1
PETZK136,2025-10-07,2.37,2.37,2.37,2.37,1
COGNK128,2025-10-07,1.79,1.79,1.79,1.79,1
ISAEN295,2025-10-07,2,2,2,2,1
VAMOJ34,2025-10-07,0.56,0.56,0.56,0.56,1
SIMHL50,2025-10-07,0.39,0.39,0.39,0.39,1
PETZL401,2025-10-07,0.17,0.17,0.17,0.17,1
ASAI3,2025-10-07,8.91,8.73,8.65,8.95,32575
KLBN11,2025-10-07,17.8,17.6,17.6,17.98,10873
ALOS3,2025-10-07,24.65,24.32,24.1,24.65,11819
KLBN4F,2025-10-07,3.6,3.55,3.53,3.6,9093
ISAE4,2025-10-07,24.44,23.96,23.83,24.44,5254
ISAE4F,2025-10-07,24.55,23.86,23.85,24.59,3549
HYPE3,2025-10-07,22.21,22.09,21.74,22.42,8989
ANIM3,2025-10-07,3.22,2.98,2.91,3.24,10360
FIQE3,2025-10-07,4.4,4.47,4.3,4.5,1145
NATU3F,2025-10-07,8.57,8.22,8.08,8.58,2945
GGPS3,2025-10-07,19.13,18.47,18.39,19.15,9904
VIVT3F,2025-10-07,32.82,32.3,32.05,32.94,2650
RAIZ4F,2025-10-07,0.98,0.91,0.9,0.98,4638
TEND3F,2025-10-07,24.98,23.7,23.43,24.98,2154
DXCO3,2025-10-07,5.34,5.3,5.25,5.35,5606
ALLD3,2025-10-07,8.69,8.55,8.47,8.69,807
KDIF11,2025-10-07,124,122.6,122.49,124,5199
MBRF3F,2025-10-07,17.71,17.34,17.17,18,1853
MELK3F,2025-10-07,3.97,3.89,3.85,3.97,638
VAMO3F,2025-10-07,3.23,2.99,2.99,3.24,2780
SBSPV125,2025-10-07,0.68,0.92,0.68,1.01,18
TASA4,2025-10-07,4.7,4.64,4.63,4.71,931
CXSE3F,2025-10-07,15.18,15.19,15.02,15.28,5397
GMAT3,2025-10-07,6.65,6.45,6.38,6.65,6066
PTBL3F,2025-10-07,4,3.88,3.79,4,358
CMIN3,2025-10-07,5.72,5.69,5.66,5.77,5705
IFRI11,2025-10-07,99.72,99.2,99.16,99.99,1420
MEAL3F,2025-10-07,1.28,1.28,1.26,1.29,70
COGN3F,2025-10-07,3.16,3.08,3.04,3.17,1117
LOGG3F,2025-10-07,22.5,22.01,21.8,22.5,448
OBTC3F,2025-10-07,25.34,23.15,23,27.49,247
INTB3F,2025-10-07,11.47,11.16,11.05,11.47,754
ALOSJ241,2025-10-07,0.81,0.68,0.65,0.81,10
DEXP3,2025-10-07,8.07,7.98,7.98,8.13,392
BRAVW170,2025-10-07,0.46,0.45,0.44,0.48,16
MOTV3F,2025-10-07,14.15,13.75,13.68,14.37,301
GCRA11,2025-10-07,51.72,51.6,51.25,51.72,75
KLBNO174,2025-10-07,0.2,0.42,0.2,0.42,2
TOKY3,2025-10-07,0.94,0.89,0.88,0.94,279
BRAVW185,2025-10-07,1.25,1.17,1.17,1.27,217
CPTI11,2025-10-07,82.3,81.96,81.92,82.63,4949
GFSA3F,2025-10-07,7.36,7.18,7.05,7.36,266
IFCM3F,2025-10-07,0.18,0.17,0.15,0.18,281
WDCN3,2025-10-07,3.42,3.42,3.42,3.63,106
IGTIK238,2025-10-07,0.71,0.67,0.66,0.71,6
PSSAL491,2025-10-07,1.2,1.17,1.17,1.2,5
ALOSL273,2025-10-07,0.28,0.28,0.26,0.31,10
TTEN3F,2025-10-07,13.56,13.39,13.16,13.65,786
HYPEV22,2025-10-07,0.53,0.71,0.48,0.84,14
MEAL3,2025-10-07,1.29,1.27,1.26,1.29,214
ASAIK999,2025-10-07,0.19,0.18,0.18,0.19,6
SBSPV122,2025-10-07,0.8,1.17,0.8,1.29,24
GMAT3F,2025-10-07,6.63,6.51,6.39,6.66,483
CYREL274,2025-10-07,3,3.04,3,3.04,2
KLBNW16,2025-10-07,0.08,0.12,0.08,0.12,8
NATUJ856,2025-10-07,0.23,0.13,0.12,0.23,11
CBAV3F,2025-10-07,3.96,4.03,3.96,4.3,955
NATUV976,2025-10-07,1.44,1.57,1.44,1.59,5
DMVF3F,2025-10-07,4.68,4.8,4.65,4.87,153
PETZW350W1,2025-10-07,0.08,0.08,0.05,0.09,12
SBSPK137,2025-10-07,1.47,1.18,1.18,1.47,52
AMBPK120,2025-10-07,0.05,0.02,0.01,0.05,16
PCARW380W1,2025-10-07,0.29,0.3,0.28,0.31,23
AZZAW270,2025-10-07,2.34,2.45,2.34,2.59,37
MBRFK19,2025-10-07,2.38,2,1.79,2.38,17
CYREW259,2025-10-07,0.2,0.28,0.2,0.29,4
DOTZ3,2025-10-07,7.65,7.6,7.43,7.65,28
OGIN11,2025-10-07,8.26,8.22,8.18,8.33,94
NATUV836,2025-10-07,0.28,0.37,0.25,0.37,19
COGNW313,2025-10-07,0.18,0.19,0.18,0.2,4
HYPEW212,2025-10-07,0.49,0.46,0.46,0.52,9
VAMOK350,2025-10-07,0.08,0.06,0.06,0.08,754
PETZW390W1,2025-10-07,0.26,0.25,0.25,0.26,12
BBSEW332,2025-10-07,0.2,0.16,0.16,0.2,14
BBSEL362,2025-10-07,0.99,0.99,0.99,0.99,1
BBSEJ362,2025-10-07,0.05,0.07,0.04,0.1,36
VAMOJ360,2025-10-07,0.01,0.01,0.01,0.01,69
CYREW274,2025-10-07,0.45,0.57,0.45,0.6,8
BBSEJ322,2025-10-07,2.8,3.03,2.8,3.03,3
FHER3,2025-10-07,4.14,4.09,4.09,4.19,25
PETZV385,2025-10-07,0.14,0.15,0.12,0.15,106
COGNW303,2025-10-07,0.13,0.15,0.13,0.15,11
CXSEL151,2025-10-07,0.83,0.83,0.83,0.83,1
VAMOK360,2025-10-07,0.05,0.05,0.04,0.07,74
MBRFK170,2025-10-07,1.38,1.17,1.02,1.38,7
AZZAX330,2025-10-07,7.12,7.12,7.12,7.12,1
XPBRW760,2025-10-07,0.83,0.8,0.8,0.83,4
PCARV390W5,2025-10-07,0.3,0.32,0.28,0.32,16
INTBJ117,2025-10-07,0.09,0.08,0.08,0.09,4
ALOSV241,2025-10-07,0.15,0.22,0.15,0.24,6
IAAG11,2025-10-07,7.77,7.74,7.74,7.81,1695
EQPA3F,2025-10-07,5.69,5.7,5.61,5.75,38
BBSEJ372,2025-10-07,0.02,0.02,0.02,0.02,5
CYREK314,2025-10-07,0.78,0.63,0.58,0.78,21
PSSAK481,2025-10-07,1.15,1.05,1,1.15,13
BLAU3F,2025-10-07,13.35,13.16,13.14,13.36,163
VBBRK237,2025-10-07,1.12,0.87,0.77,1.12,16
VAMOJ310,2025-10-07,0.08,0.05,0.05,0.08,342
VAMOJ320,2025-10-07,0.08,0.03,0.03,0.08,154
BBSEV362,2025-10-07,1.08,0.92,0.92,1.08,3
BRAVL185,2025-10-07,0.87,0.95,0.82,0.95,39
ISAEJ231,2025-10-07,1.08,1,1,1.08,7
BBSEL359,2025-10-07,1.11,1.12,1.07,1.12,4
NATUJ10,2025-10-07,0.03,0.01,0.01,0.03,5
MNPR3,2025-10-07,41.15,40.32,40.3,41.15,12
SLCEM159,2025-10-07,0.37,0.37,0.37,0.37,1
CYREK289,2025-10-07,1.66,1.58,1.58,1.66,6
MBRFK174,2025-10-07,0.98,0.9,0.79,0.98,10
CEABV133,2025-10-07,0.05,0.04,0.04,0.05,3
QUALK229,2025-10-07,0.17,0.12,0.12,0.17,4
SIMHW478,2025-10-07,0.42,0.43,0.4,0.43,3
CYREW304,2025-10-07,1.57,1.64,1.57,1.89,10
NATUK100W1,2025-10-07,0.06,0.05,0.05,0.06,2
AZZAK327,2025-10-07,0.15,0.14,0.14,0.15,2
AZZAV270,2025-10-07,1.32,2.17,1.32,2.17,14
BBSEK382,2025-10-07,0.13,0.14,0.13,0.16,13
CYREV294,2025-10-07,0.44,0.67,0.44,0.9,37
BHIAK400,2025-10-07,0.1,0.1,0.06,0.1,5
HYPEK225,2025-10-07,1.05,1.11,1.03,1.11,3
KLBNK192,2025-10-07,0.23,0.18,0.18,0.24,10
SIMHK478,2025-10-07,0.23,0.23,0.23,0.23,1
VIVAJ273,2025-10-07,0.91,0.74,0.62,0.91,7
VAMOK340,2025-10-07,0.1,0.07,0.07,0.1,15
SBSPJ129,2025-10-07,1.05,0.59,0.59,1.05,5
SBSPV12,2025-10-07,1.7,2.46,1.69,2.6,25
KLBNX180,2025-10-07,0.39,0.44,0.39,0.44,6
NEOEW259,2025-10-07,0.13,0.13,0.13,0.13,1
MOTVV139,2025-10-07,0.26,0.3,0.25,0.34,13
MBRFL222,2025-10-07,0.65,0.63,0.63,0.65,2
BBSEV327,2025-10-07,0.02,0.02,0.02,0.02,12
VIVAW248,2025-10-07,0.36,0.45,0.36,0.45,3
PSSAW470,2025-10-07,1.47,1.86,1.47,1.86,6
BBSEK315,2025-10-07,2.4,2.36,2.36,2.4,2
BBSEK337,2025-10-07,2.19,2.16,2.16,2.19,2
SMTOK181,2025-10-07,0.23,0.23,0.23,0.23,2
VBBRV234,2025-10-07,0.59,0.72,0.52,0.92,86
CXSEJ154,2025-10-07,0.45,0.54,0.35,0.54,12
GROP31,2025-10-07,13.85,12.98,12.5,14.13,125
RAIZK110,2025-10-07,0.04,0.03,0.03,0.04,10
ALOSK274,2025-10-07,0.2,0.1,0.1,0.2,3
FLRYW150,2025-10-07,0.14,0.16,0.14,0.16,2
QUALV229,2025-10-07,0.15,0.15,0.15,0.15,1
DEXP4F,2025-10-07,8.22,7.93,7.93,8.22,14
BRAVW200,2025-10-07,2.38,2.4,2.34,2.4,5
CYREJ259,2025-10-07,4,3.45,3.1,4,39
VAMOX300,2025-10-07,0.13,0.17,0.13,0.17,12
PCARV340W5,2025-10-07,0.09,0.12,0.09,0.13,8
QUALW209,2025-10-07,0.11,0.11,0.11,0.11,1
PCARK450,2025-10-07,0.22,0.2,0.19,0.22,7
CMINJ564,2025-10-07,0.2,0.15,0.13,0.2,13
VAMOJ370,2025-10-07,0.01,0.01,0.01,0.01,106
CYREJ264,2025-10-07,3.41,2.62,2.62,3.41,40
NATUV776,2025-10-07,0.06,0.08,0.06,0.1,8
NATUX800,2025-10-07,0.43,0.47,0.43,0.47,6
PCARW390W1,2025-10-07,0.34,0.34,0.34,0.34,2
HYPEW225,2025-10-07,0.98,0.94,0.94,1.07,5
QUALW239,2025-10-07,0.26,0.26,0.26,0.26,1
RAIZM950,2025-10-07,0.13,0.13,0.13,0.13,1
NATUV940W2,2025-10-07,1.24,1.24,1.24,1.24,2
HYPEK220,2025-10-07,1.26,1.35,1.24,1.35,10
PCARV403,2025-10-07,0.23,0.26,0.23,0.28,4
VAMOW330,2025-10-07,0.29,0.33,0.28,0.33,7
IGTI3,2025-10-07,2.76,2.72,2.69,2.8,49
ALOSW241,2025-10-07,0.58,0.56,0.56,0.58,3
VIVAK195,2025-10-07,8.57,8.57,8.57,8.57,1
RDORX373,2025-10-07,0.48,0.48,0.48,0.48,6
PCARV330W5,2025-10-07,0.1,0.09,0.07,0.1,6
CXSEJ159,2025-10-07,0.15,0.12,0.08,0.15,83
ISAEX276,2025-10-07,3.31,3.32,3.31,3.32,2
ALPK3F,2025-10-07,3.48,3.34,3.2,3.48,129
COGNK323,2025-10-07,0.16,0.13,0.13,0.16,8
PCARV360W4,2025-10-07,0.13,0.15,0.13,0.15,2
CBAVJ380,2025-10-07,0.44,0.24,0.2,0.44,616
JBSSV720,2025-10-07,1.5,2.5,1.5,2.5,2
VAMOW430,2025-10-07,1.15,1.2,1.15,1.22,20
BBSER431,2025-10-07,3.2,3.27,3.2,3.27,2
MBRFJ180W2,2025-10-07,0.1,0.15,0.1,0.15,2
AUREL114,2025-10-07,0.28,0.2,0.19,0.3,21
BBSEJ330W2,2025-10-07,0.25,0.39,0.19,0.39,13
KLBNJ182,2025-10-07,0.24,0.15,0.15,0.25,17
SBSPJ118,2025-10-07,7.5,6.68,6.55,7.5,6
AMBPA120,2025-10-07,0.06,0.05,0.05,0.12,10
VAMOV420,2025-10-07,1.16,1.16,1.16,1.16,2
SLCEW149,2025-10-07,0.1,0.09,0.08,0.1,79
TRISK70,2025-10-07,0.4,0.4,0.4,0.4,1
PCARV380W4,2025-10-07,0.21,0.23,0.21,0.23,2
YDUQK145,2025-10-07,0.22,0.17,0.17,0.22,2
VIVAJ298,2025-10-07,0.21,0.07,0.05,0.21,19
PCARV350W4,2025-10-07,0.1,0.12,0.1,0.12,2
CMINK552,2025-10-07,0.4,0.37,0.37,0.41,8
RAIZX950,2025-10-07,0.1,0.12,0.1,0.14,4
CXSEK162,2025-10-07,0.24,0.21,0.17,0.24,7
RAIZT13,2025-10-07,0.36,0.37,0.36,0.38,4
MOTVJ138,2025-10-07,0.38,0.34,0.3,0.39,16
SBSPV112W2,2025-10-07,0.05,0.05,0.05,0.05,1
RAIZK105,2025-10-07,0.05,0.04,0.03,0.05,8
SIMHI70,2025-10-07,0.49,0.4,0.4,0.49,2
WEST3,2025-10-07,5.06,4.75,4.71,5.29,208
VIVTW310,2025-10-07,0.18,0.27,0.18,0.34,8
VAMOX355,2025-10-07,0.45,0.5,0.45,0.5,2
ISAEK240,2025-10-07,1.96,1.75,1.75,1.96,2
POSIW413,2025-10-07,0.2,0.22,0.2,0.22,2
ISAEJ240,2025-10-07,1.78,1.34,1.34,1.78,6
ALUPJ305,2025-10-07,0.81,0.71,0.71,0.81,3
CMINJ604,2025-10-07,0.03,0.02,0.02,0.03,3
VIVAV263,2025-10-07,0.16,0.4,0.16,0.4,34
CURYW286,2025-10-07,0.3,0.3,0.3,0.3,1
PETZV400,2025-10-07,0.27,0.27,0.25,0.28,9
PLCA11,2025-10-07,70.46,70.46,70.02,70.48,45
SEQL11F,2025-10-07,0.08,0.02,0.02,0.09,4
VIVTK339,2025-10-07,0.6,0.52,0.52,0.6,5
MBRFV175W2,2025-10-07,0.25,0.34,0.25,0.51,5
PCARK345,2025-10-07,0.69,0.64,0.63,0.7,8
CMINV544,2025-10-07,0.03,0.02,0.02,0.03,7
MBRFV229,2025-10-07,2.14,1.89,1.89,2.14,2
VIVTJ326,2025-10-07,0.45,0.43,0.42,0.45,4
BBSEJ327,2025-10-07,2.5,2.5,2.5,2.5,1
VIVAJ303,2025-10-07,0.09,0.09,0.09,0.09,1
AZZAV350,2025-10-07,9.69,9.98,9.69,9.98,3
TIMSX213,2025-10-07,0.17,0.19,0.17,0.19,3
VBBRV229,2025-10-07,0.35,0.4,0.29,0.53,136
ASAIV839,2025-10-07,0.12,0.12,0.12,0.12,1
CEABX148,2025-10-07,1.1,1.1,1.1,1.1,1
SBSPW124,2025-10-07,2.84,3.45,2.84,3.52,6
PCARX275,2025-10-07,0.07,0.07,0.07,0.07,1
SIMHJ493,2025-10-07,0.04,0.04,0.04,0.04,1
HYPEV232,2025-10-07,0.88,1.19,0.88,1.19,8
WIZCJ855,2025-10-07,0.07,0.07,0.07,0.07,3
SBSPW130,2025-10-07,6,6.47,6,6.47,7
KLBNL184,2025-10-07,0.56,0.56,0.56,0.56,2
NATUK140,2025-10-07,0.01,0.01,0.01,0.01,1
VIVTK329,2025-10-07,1.2,0.94,0.89,1.2,8
MBRFW230,2025-10-07,6.8,6.88,6.8,6.88,4
PETZK376,2025-10-07,0.21,0.2,0.2,0.21,2
AZZAW250,2025-10-07,0.98,1.44,0.98,1.47,50
PCARV430W5,2025-10-07,0.55,0.52,0.52,0.55,2
SBSPV116,2025-10-07,0.25,0.31,0.25,0.31,3
BHIAK340,2025-10-07,0.31,0.32,0.31,0.32,2
